file_id.serial_number,file_id.time_created,file_id.manufacturer,file_id.garmin_product,file_id.number,file_id.type,device_info.timestamp[s],device_info.serial_number,device_info.manufacturer,device_info.garmin_product,device_info.software_version,software.version,unknown.unknown,monitoring_info.timestamp[s],monitoring_info.local_timestamp[s],monitoring_info.cycles_to_distance[m/cycle],monitoring_info.cycles_to_calories[kcal/cycle],monitoring_info.unknown,monitoring_info.resting_metabolic_rate[kcal / day],monitoring_info.activity_type,monitoring.timestamp[s],monitoring.distance[m],monitoring.cycles[cycles],monitoring.active_time[s],monitoring.active_calories[kcal],monitoring.duration_min[min],monitoring.activity_type,monitoring.steps[steps],monitoring.unknown,monitoring_hr_data.timestamp[s],monitoring_hr_data.resting_heart_rate[bpm],monitoring_hr_data.current_day_resting_heart_rate[bpm],ohr_settings.timestamp[s],ohr_settings.enabled,event.timestamp[s],event.data16,event.event,event.event_type,event.data,monitoring.current_activity_type_intensity,monitoring.intensity,stress_level.stress_level_time[s],stress_level.stress_level_value,stress_level.unknown,respiration_rate.timestamp,respiration_rate.respiration_rate[breaths/min],monitoring.timestamp_16[s],monitoring.heart_rate[bpm],event.auto_activity_detect_start_timestamp[s],event.activity_type,event.auto_activity_detect_duration[min],
"3478404119","1092345060","1","4394","50","32",,
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","200",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","200","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","32|221|27|65|0|2|0|224|230|0|0|192|205|1|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","32|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","32|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345060","0.0","0.0","1339.0","97","1392","0",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","32|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345060","8518.47","0.0","9680.0","755","1392","6","9668",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","32|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345060","155.94","0.0","129.0","10","1392","1","118",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","32|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345060","155.94","0.0","129.0","10","1392","1","118","44987",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","32|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345060","155.94","0.0","129.0","10","1392","1","118","1",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","32|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345060","155.94","0.0","129.0","10","1392","1","118","1","1092345060","55","56",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","32|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345060","155.94","0.0","129.0","10","1392","1","118","1","1092345060","55","56","1092345060","1",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","32|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345060","155.94","0.0","129.0","10","1392","1","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","32|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345060","155.94","0.0","129.0","10","1392","9","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","9","0.0",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","32|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345060","155.94","0.0","129.0","10","1392","9","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","9","0.0","1092345120","69","1",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","32|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345060","155.94","0.0","129.0","10","1392","9","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","9","0.0","1092345120","69","1","1092345120","14.64",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","32|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345060","155.94","0.0","129.0","10","1392","9","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","9","0.0","1092345120","69","1","1092345120","14.64","56608","0",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","10|0|0|200","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345060","155.94","0.0","129.0","10","1392","9","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","9","0.0","1092345120","69","1","1092345120","14.64","56608","0",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","10|0|0|200","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345120","155.94","0.0","129.0","10","1392","8","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","136","4.0","1092345120","69","1","1092345120","14.64","56608","0",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","10|0|0|200","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345120","155.94","0.0","129.0","10","1392","8","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","136","4.0","1092345180","75","1","1092345120","14.64","56608","0",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","10|0|0|200","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345120","155.94","0.0","129.0","10","1392","8","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","136","4.0","1092345180","75","1","1092345180","13.64","56608","0",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","10|0|0|200","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345120","155.94","0.0","129.0","10","1392","8","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","136","4.0","1092345180","75","1","1092345180","13.64","56668","81",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","99|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345120","155.94","0.0","129.0","10","1392","8","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","136","4.0","1092345180","75","1","1092345180","13.64","56668","81",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","100|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345120","155.94","0.0","129.0","10","1392","8","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","136","4.0","1092345180","75","1","1092345180","13.64","56668","81",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","107|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345120","155.94","0.0","129.0","10","1392","8","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","136","4.0","1092345180","75","1","1092345180","13.64","56668","81",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","131|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345120","155.94","0.0","129.0","10","1392","8","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","136","4.0","1092345180","75","1","1092345180","13.64","56668","81",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","131|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345120","155.94","0.0","129.0","10","1392","8","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","136","4.0","1092345180","75","1","1092345180","13.64","56668","81",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","134|221|27|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345120","155.94","0.0","129.0","10","1392","8","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","136","4.0","1092345180","75","1","1092345180","13.64","56668","81",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","139|221|27|65|2|2|96|0|0|0|190|139|0|0|0|0|0|190|190|190|190|190|1|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345120","155.94","0.0","129.0","10","1392","8","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","136","4.0","1092345180","75","1","1092345180","13.64","56668","81",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","144|221|27|65|2|2|6|0|0|190|190|139|0|0|0|0|0|190|190|190|190|190|1|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345120","155.94","0.0","129.0","10","1392","8","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","136","4.0","1092345180","75","1","1092345180","13.64","56668","81",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","144|221|27|65|2|2|6|0|0|190|190|139|0|0|0|0|0|190|190|190|190|190|1|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345120","155.94","0.0","129.0","10","1392","8","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","136","4.0","1092345180","75","1","1092345180","13.64","56728","87",
"3478404119","1092345060","1","4394","50","32","1092345060","3478404119","1","4394","16.11","6.0","154|221|27|65|2|2|96|0|0|0|190|139|0|0|0|0|0|190|190|190|190|190|1|0|0","1092345060","1092352260","1.7622|2.6432","0.0982|0.3092","11100|11100","2837","6|1","1092345120","155.94","0.0","129.0","10","1392","8","118","1","1092345060","55","56","1092345060","1","1092345120","200","78","3","200","136","4.0","1092345180","75","1","1092345180","13.64","56728","87",
